TEXTURE_ID,LEFT,TOP,WIDTH,HEIGHT,NAME,TILE_INDEX
graphics/mine/mine_wall.png,128,0,64,72,entrance_next,0
graphics/mine/mine_wall.png,128,72,64,72,entrance_town,1
graphics/mine/mine_wall.png,192,72,64,72,entrance_prison,2
graphics/mine/mine_wall.png,0,224,32,60,well_dry0,3
graphics/mine/mine_wall.png,32,224,32,60,well_dry1,4
graphics/mine/mine_wall.png,64,224,32,60,well_dry2,5
graphics/mine/mine_wall.png,96,224,32,60,well_dry3,6
graphics/mine/mine_wall.png,128,224,32,60,well_dry4,7
graphics/mine/mine_wall.png,160,224,32,60,well_dry5,8
graphics/mine/mine_wall.png,192,224,32,60,well_dry6,9
graphics/mine/mine_wall.png,224,224,32,60,well_dry7,10
graphics/mine/mine_wall.png,0,284,32,60,well_dry8,11
graphics/mine/mine_wall.png,32,284,32,60,well_idle0,12
graphics/mine/mine_wall.png,64,284,32,60,well_idle1,13
graphics/mine/mine_wall.png,96,284,32,60,well_idle2,14
graphics/mine/mine_wall.png,128,284,32,60,well_idle3,15
graphics/mine/mine_wall.png,160,284,32,60,well_idle4,16
graphics/mine/mine_wall.png,192,284,32,60,well_idle5,17
graphics/mine/mine_wall.png,,,,,,18
graphics/mine/mine_wall.png,,,,,,19
graphics/mine/mine_wall.png,,,,,,20
graphics/mine/mine_wall.png,,,,,,21
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
graphics/mine/mine_wall.png,,,,,,
